X1,X2,y
0.5488135039273248,0.3117958819941026,3.2064579420094903
0.7151893663724195,0.6963434888154595,4.479515839654651
0.6027633760716439,0.3777518392924809,3.3053568801036204
0.5448831829968969,0.1796036775596348,2.898013350166764
0.4236547993389047,0.02467872839133123,1.6396393316626172
0.6458941130666561,0.06724963146324858,2.310867682306852
0.4375872112626925,0.6793927734985673,3.8171327907257684
0.8917730007820798,0.4536968445560453,4.168224432561564
0.9636627605010293,0.5365792111087222,4.52652029150558
0.3834415188257777,0.8966712930403421,4.385175118675105
0.7917250380826646,0.9903389473967044,5.53906031783153
0.5288949197529045,0.21689698439847394,2.681654473628437
0.5680445610939323,0.6630782031001008,3.9454226343502183
0.925596638292661,0.26332237673715064,3.437912159658255
0.07103605819788694,0.02065099946572868,1.2726542042239448
0.08712929970154071,0.7583786538361414,3.226665790162624
0.02021839744032572,0.32001715082246784,1.7111494325503414
0.832619845547938,0.38346389417189797,3.7375583108301464
0.7781567509498505,0.5883171135536057,4.281848088519564
0.8700121482468192,0.8310484552361904,5.797350536526762
0.978618342232764,0.6289818435911487,4.668007146274916
0.7991585642167236,0.8726506554473953,5.452084276018007
0.46147936225293185,0.27354203481563577,2.930381912503929
0.7805291762864555,0.7980468339125637,4.657962615509668
0.11827442586893322,0.1856359443059522,1.9867699290063732
0.6399210213275238,0.9527916569719446,4.842246853522552
0.1433532874090464,0.6874882763878153,2.6843783444823535
0.9446689170495839,0.21550767711355845,3.687440746529688
0.5218483217500717,0.9473705904889242,4.446835769107486
0.4146619399905236,0.7308558067701578,4.134624915742999
0.26455561210462697,0.25394164259502583,2.119933427560027
0.7742336894342167,0.21331197736748198,3.6032910100183475
0.45615033221654855,0.5182007139306632,3.734030156054089
0.5684339488686485,0.025662718054531575,2.100509600938045
0.018789800436355142,0.2074700754411094,1.4880304244388678
0.6176354970758771,0.42468546875150626,3.2058080496327426
0.6120957227224214,0.37416998033422555,3.2364707283743717
0.6169339968747569,0.4635754243648107,3.554505393047819
0.9437480785146242,0.2776287062947319,3.629208889815523
0.6818202991034834,0.5867843464581688,4.163169601399565
0.359507900573786,0.8638556059232314,4.455212993349486
0.43703195379934145,0.11753185596203308,2.3140730897330752
0.6976311959272649,0.5173791071541142,3.756363732340261
0.06022547162926983,0.1320681063451533,1.157207393843605
0.6667667154456677,0.7168596811925937,4.825245436494734
0.6706378696181594,0.39605970280729375,3.3570925515207155
0.2103825610738409,0.565421311858509,2.953955657739454
0.1289262976548533,0.18327983621407862,1.6773947758766647
0.31542835092418386,0.14484775934337724,1.6046325923393372
0.3637107709426226,0.48805628064895457,3.0720968828219872
0.5701967704178796,0.3556127378499556,3.087317800883639
0.43860151346232035,0.940431945252813,4.853588437268957
0.9883738380592262,0.7653252538069653,5.447337724816182
0.10204481074802807,0.7486636198505473,3.451023203319265
0.2088767560948347,0.9037197397459334,4.361874824956045
0.16130951788499626,0.08342243544201855,1.6578775880463636
0.6531083254653984,0.5521924699224066,3.958873532797378
0.2532916025397821,0.5844760689557689,3.3002434540214267
0.4663107728563063,0.961936378547229,4.77076730795895
0.24442559200160274,0.29214752679254885,2.2665813858724895
0.15896958364551972,0.24082877991544682,1.9734921228138884
0.11037514116430513,0.10029394226549782,1.239629276257602
0.6563295894652734,0.016429629591474204,2.4320584940340435
0.1381829513486138,0.9295293167921905,3.816672950341404
0.1965823616800535,0.66991654659091,3.6133221791512464
0.3687251706609641,0.7851529120231378,4.030544432351104
0.8209932298479351,0.2817301057539491,3.49955052237024
0.09710127579306127,0.5864101661863267,3.0768922442153417
0.8379449074988039,0.06395526612098112,3.028584229626283
0.09609840789396307,0.4856275959346229,2.2564237514334318
0.9764594650133958,0.9774951397444468,5.8336784302191385
0.4686512016477016,0.8765052453165908,4.786862867265371
0.9767610881903371,0.33815895183684563,3.543472577033148
0.604845519745046,0.9615701545414985,5.191221621963353
0.7392635793983017,0.2317016264712045,2.6097409808596694
0.039187792254320675,0.9493188224156814,3.670705340846785
0.2828069625764096,0.9413777047064986,4.399404677232362
0.1201965612131689,0.7992025873523917,3.2238221089030246
0.29614019752214493,0.6304479368667911,3.237246521223626
0.11872771895424405,0.874287966624947,3.492360585917432
0.317983179393976,0.2930202845077967,2.927060945363232
0.41426299451466997,0.8489435553129182,4.416413593839929
0.06414749634878436,0.6178766919175238,3.1237476379133073
0.6924721193700198,0.01323685775889949,2.3689860368879496
0.5666014542065752,0.34723351793221957,3.0865455250205094
0.2653894909394454,0.14814086094816503,1.5710830175606278
0.5232480534666997,0.9818293898182532,4.919024935701193
0.09394051075844168,0.47837030703998806,2.432618889683942
0.5759464955561793,0.4973913654986627,3.8585480686814306
0.9292961975762141,0.6394725163987236,5.062285411012993
0.31856895245132366,0.3685846061296175,3.1095364021850442
0.6674103799636817,0.13690027168559893,2.958659559849468
0.13179786240439217,0.8221177331942455,3.5802854401607744
0.7163272041185655,0.18984791190275796,2.7232238974553065
0.2894060929472011,0.511318982546456,3.304434928945042
0.18319136200711683,0.22431702897473926,2.1284070153065238
0.5865129348100832,0.09784448449403405,2.024424710433011
0.020107546187493552,0.8621915174216833,3.715660092825979
0.8289400292173631,0.9729194890231303,5.780268481126083
0.004695476192547066,0.9608346580630002,3.906626323869502
0.6778165367962301,0.906555499221179,5.029036153503661
0.27000797319216485,0.7740473326986388,3.660245822576157
